period_id,term,estimate,std.error,statistic,p.value,yob
1998-2005,yob::2017:treat,3.0517728103727495,0.306925789621719,9.943031552135157,1.2186122002512075e-17,2017
1998-2005,yob::2018:treat,3.7121582221627665,0.4328897577232873,8.575296957096546,2.6536951245033465e-14,2018
1998-2006,yob::2005:treat,-0.1591347129341616,0.3508974522082358,-0.4535077468722259,0.6508754541420448,2005
1998-2006,yob::2006:treat,-0.21208843633690888,0.3737085017268446,-0.5675237126179459,0.5712545847480159,2006
1998-2006,yob::2007:treat,0.3075658110551446,0.29178628743626905,1.0540790444867016,0.29363696622253316,2007
1998-2006,yob::2008:treat,0.45675636354865223,0.28157713695175673,1.6221358328070128,0.10699247099355808,2008
1998-2006,yob::2010:treat,-0.27896849958400205,0.3556729363694043,-0.7843399681505806,0.4341471167843095,2010
1998-2006,yob::2011:treat,0.06066439663084071,0.25625391826610033,0.23673548892955976,0.8132031669864301,2011
1998-2006,yob::2012:treat,1.1217709077562346,0.5587272650304405,2.007725375089971,0.04656964498553586,2012
1998-2006,yob::2013:treat,1.0987069077260003,0.4750978720234301,2.3125906732577746,0.02218230945454395,2013
1998-2006,yob::2014:treat,0.7243748575757364,0.365198904419665,1.9835077510071815,0.04923927125294975,2014
1998-2006,yob::2015:treat,1.2999480214150556,0.5238991105993479,2.4812945758352156,0.014257500827818037,2015
1998-2006,yob::2016:treat,1.1300521691664671,0.3102620824390785,3.6422503203831185,3.779539669661105e-4,2016
1998-2006,yob::2017:treat,3.0942383791062715,0.31917369996469747,9.694528024860798,2.2820670105955008e-17,2017
1998-2006,yob::2018:treat,2.178970927087039,1.0713882689875176,2.0337827005948164,0.04383571995567187,2018
1998-2007,yob::2005:treat,0.06595028157563014,0.3873871791041687,0.1702438416473666,0.864988762168619,2005
1998-2007,yob::2006:treat,0.06805784946127034,0.3053744604646303,0.2228668676408618,0.8238643197489607,2006
1998-2007,yob::2007:treat,0.23214559827762382,0.2745046079469965,0.845689258238056,0.3987267529863223,2007
1998-2007,yob::2008:treat,0.2695371806661396,0.29443133064436966,0.9154500646254301,0.36104693554430933,2008
1998-2007,yob::2010:treat,-0.3843182477849016,0.30820708847080236,-1.2469481143075967,0.2138604101558735,2010
1998-2007,yob::2011:treat,0.05375922120360581,0.2499604451840671,0.21507091317595603,0.8299290134516976,2011
1998-2007,yob::2012:treat,1.0528322079872616,0.39899832551755504,2.6386882867781343,0.008971499587463258,2012
1998-2007,yob::2013:treat,1.0099385369528344,0.4439869686084777,2.2747031069811228,0.02397402556607653,2013
1998-2007,yob::2014:treat,0.5838063442222555,0.3598643538487883,1.6222955621427446,0.10629977029880382,2014
1998-2007,yob::2015:treat,1.13753558339704,0.5158176117179051,2.2053058242981156,0.028560784790449486,2015
1998-2007,yob::2016:treat,1.0233383759672319,0.31000131889558763,3.3010774909377245,0.001138719522554404,2016
1998-2007,yob::2017:treat,2.9752839825918533,0.31986696426091066,9.301629474199027,2.3339514285277323e-17,2017
1998-2007,yob::2018:treat,2.0306230267661247,1.0702575421886003,1.897321856395093,0.05921191720063057,2018
1998-2008,yob::2005:treat,-0.10871659095814193,0.37010845594561015,-0.2937425211763293,0.7691935977829594,2005
1998-2008,yob::2006:treat,-0.06696094829560711,0.29890312351331155,-0.2240222434230435,0.8229193767880606,2006
1998-2008,yob::2007:treat,0.18844721605337722,0.2642836833094967,0.7130489998230081,0.4764674444912921,2007
1998-2008,yob::2008:treat,0.3427621457098778,0.27658280586264494,1.2392749601365258,0.2163830735231539,2008
1998-2008,yob::2010:treat,-0.39330535190325344,0.27435840687206003,-1.4335458365839733,0.15292689208871854,2010
1998-2008,yob::2011:treat,-0.014488216666061798,0.24410458707454855,-0.05935249656589679,0.9527178350429288,2011
1998-2008,yob::2012:treat,0.7046025393571351,0.3011902536499592,2.3393935587836725,0.02008750956831541,2012
1998-2008,yob::2013:treat,0.8949780825089488,0.3565596545259496,2.5100374401552332,0.012691949349274857,2013
1998-2008,yob::2014:treat,0.23446961672833613,0.2661394529379349,0.8810028507235854,0.3791458803980676,2014
1998-2008,yob::2015:treat,0.47564696187013045,0.33563264015247735,1.41716539146504,0.15765519434357955,2015
1998-2008,yob::2016:treat,-0.1872034819873548,0.2450800055269832,-0.7638464083792579,0.44566494898118914,2016
1998-2008,yob::2017:treat,-0.2821896628037754,0.5094717458276481,-0.5538867760867721,0.5801417024769129,2017
1998-2008,yob::2018:treat,-0.5462048480897963,0.4361879981242351,-1.2522234688681788,0.21163573028129976,2018
1999-2003,yob::2006:treat,-1.0539440461593141,0.4116464785491012,-2.560313524056054,0.013132364997852813,2006
1999-2003,yob::2007:treat,-0.6026528163540794,0.28788782318835116,-2.093359870798678,0.040777711726735395,2007
1999-2003,yob::2008:treat,-0.18933449532552737,0.23847979538674946,-0.7939225837496139,0.4305333882677864,2008
1999-2003,yob::2010:treat,-0.790203709034851,0.7763314729734468,-1.0178689600310442,0.3130412773718826,2010
1999-2003,yob::2011:treat,-1.0395946790608226,0.5782641384616487,-1.7977851468127484,0.07750809637517592,2011
1999-2003,yob::2012:treat,0.8377685430133728,0.5428908372015394,1.5431620605937115,0.1283255709091524,2012
1999-2003,yob::2013:treat,-1.9770795252038529,0.3853118452165231,-5.131115354351091,3.609090688991007e-6,2013
1999-2003,yob::2014:treat,0.3111497931849997,0.27581256962178025,1.1281204247205887,0.2639951815215981,2014
1999-2004,yob::2005:treat,-2.55155557138436,0.44019333740688976,-5.796442959394105,2.451495260413897e-7,2005
1999-2004,yob::2006:treat,0.6411237235151205,0.3738979799090473,1.7147022930454916,0.09139475763545338,2006
1999-2004,yob::2007:treat,0.28249143377095326,0.35055580472626363,0.8058386994662394,0.4234158713206748,2007
1999-2004,yob::2008:treat,1.0151394116914427,0.42478017821624287,2.389799392133278,0.019911261084423832,2008
1999-2004,yob::2010:treat,-0.3275423873581126,0.3184225815435991,-1.0286405749564114,0.307644958630031,2010
1999-2004,yob::2011:treat,0.7267512814705654,0.3747407358094189,1.9393442239494556,0.05701309875740365,2011
1999-2004,yob::2012:treat,1.8615489522516162,0.5950406672036193,3.1284398778993125,0.0026772840515018018,2012
1999-2004,yob::2013:treat,-0.7577446795933074,0.9417243258711614,-0.8046353468594327,0.4241049266828224,2013
1999-2004,yob::2014:treat,1.5208013299795746,0.4170725352945311,3.646371317415099,5.461856233504351e-4,2014
1999-2005,yob::2005:treat,-0.543006574706363,0.2766094900101953,-1.9630800616650892,0.05366903929190258,2005
